Provider Name,State,City,Claims Paid for Testing,Claims Paid for Treatment,Claims Paid for Vaccine,Georeferenced Column
MISSION MEDICAL INC,AL,RUSSELLVILLE,2599,1491,4285,POINT (-87.728983 34.507632)
BETSY JOHNSON HOSPITAL,NC,DUNN,1039,289261,0,POINT (-78.609047 35.306267)
COMMUNITY HEALTH SERVI,MN,WILLMAR,12558,1206,59590,POINT (-95.043866 45.122018)
RAY COUNTY MEMORIAL HO,MO,RICHMOND,39780,74288,0,POINT (-93.971749 39.278056)
VIDANT MEDICAL GROUP L,NC,LA GRANGE,285,347,0,POINT (-77.789093 35.305252)
FREDERICK MEDICAL CLIN,KY,WEST LIBERTY,47,0,0,POINT (-83.259923 37.921779)
BAY AREA SURGICAL SPEC,CA,MOUNTAIN VIEW,147,0,40,POINT (-122.08139 37.39008)
EMERGENCY ASSOCIATES C,CA,BURBANK,0,29634,0,POINT (-118.307476 34.182052)
MOHAMMAD AFZAL,FL,LEESBURG,0,176,0,POINT (-81.881816 28.811191)
U SAVE FOODS INC,NE,OMAHA,0,0,2800,POINT (-95.937195 41.258652)
MONTEFIORE MEDICAL CEN,NY,BRONX,171,200,0,POINT (-73.920265 40.826153)
CHARIS HEALTHCARE LLC,GA,MARIETTA,2064,0,0,POINT (-84.549051 33.952304)
NATIONAL LABS INC,CA,HAYWARD,124258,0,40,POINT (-122.083963 37.672111)
SOUTHERN WESTCHESTER U,NY,BROOKLYN,1882302,5909,41520,POINT (-73.990996 40.692529)
LISBON EMERGENCY INC,ME,LISBON,0,479,0,POINT (-70.104451 44.031601)
COMMUNITY HEALTH CARE,IL,EAST MOLINE,798,1256,40,POINT (-90.444407 41.500559)
SE EMERGENCY PHYSICIAN,TN,KNOXVILLE,7177,1572,0,POINT (-83.916677 35.962631)
HEALTH DEPOT PHARMACIE,AR,BARLING,0,0,7913,POINT (-94.301537 35.325374)
STEWARD NSMC INC,FL,MIAMI,4937,15177,0,POINT (-80.194702 25.775084)
INFECTIOUS DISEASE SER,GA,SUWANEE,0,43182,0,POINT (-84.065935 34.058175)
MIDPACIFIC HOSPITALIST,HI,WAHIAWA,0,527,0,POINT (-158.029797 21.495934)
UNIVERSITY OF PGH PHYS,PA,PITTSBURGH,0,250,0,POINT (-79.994945 40.442169)
MID COLUMBIA MEDICAL C,OR,THE DALLES,42149,152292,8141,POINT (-121.178886 45.598975)
MADISONVILLE PRIMARY C,TN,ATHENS,83,41,840,POINT (-84.593011 35.442886)
WASHINGTON MEDICAL CEN,MO,WASHINGTON,0,1937,0,POINT (-91.013097 38.556548)
TRATT,CA,SAN GABRIEL,0,0,5178,POINT (-118.107229 34.099203)
HOSPITAL CARE CONSULTA,KY,FRANKLIN,66,0,0,POINT (-86.577996 36.722098)
EXCELCARE MEDICAL ASSO,NJ,TEANECK,12884,34455,0,POINT (-74.006556 40.88482)
CAMBRIDGE PUBLIC HEALT,MA,EVERETT,2651,22403,0,POINT (-71.054178 42.408497)
AMC MEDICAL CLINIC I L,OK,EUFAULA,717,0,1280,POINT (-95.582425 35.287504)
PEDIATRIC HEALTH CARE,MA,READING,0,0,122,POINT (-71.103383 42.525761)
REGIONAL DIAGNOSTICS I,MA,WAREHAM,217,10661,0,POINT (-70.727434 41.758841)
FRANHILL PHARMACY LLC,NY,HOLLIS,0,0,84520,POINT (-73.767502 40.713299)
ED FRASER MEMORIAL HOS,FL,MACCLENNY,31784,230068,0,POINT (-82.116867 30.280064)
SPRING HILL PHYSICIANS,TN,SPRING HILL,0,86,0,POINT (-86.933003 35.748409)
GUTHRIE TOWANDA MEMORI,PA,TOWANDA,8700,14730,0,POINT (-76.443168 41.770674)
BIO MEDICAL APPLICATIO,FL,WEST PALM BEACH,0,0,120,POINT (-80.054947 26.714439)
BIODIAGNOSTIC LABS INC,NY,BROOKLYN,1270910,2086,0,POINT (-73.990996 40.692529)
CAREPOINT INPATIENT BL,CO,ENGLEWOOD,0,2347,0,POINT (-104.98891 39.649436)
KNOXVILLE HOSPITAL AND,IA,KNOXVILLE,676,1444,0,POINT (-93.109494 41.320727)
MOUNT SINAI HOSPITAL,NY,BROOKLYN,103222,17329,0,POINT (-73.990996 40.692529)
WASHINGTON TOWNSHIP ME,CA,UNION CITY,29,176,0,POINT (-122.027693 37.588887)
EAST COAST NEURO SPINE,FL,MELBOURNE,25373,0,0,POINT (-80.603516 28.079931)
M DRUG LLC,ME,BANGOR,2480,0,36231,POINT (-68.771334 44.801602)
APPLEDORE MEDICAL GROU,NH,FARMINGTON,96,0,0,POINT (-71.064962 43.38965)
THE TOLEDO CLINIC,OH,TOLEDO,123,0,0,POINT (-83.535717 41.655298)
LIFESPAN PHYSICIANS GR,RI,PROVIDENCE,0,21881,0,POINT (-71.412747 41.824461)
GASTON FAMILY HEALTH S,NC,SHELBY,365,0,0,POINT (-81.540219 35.29193)
FULTON G DEFOUR MD LLC,AL,BREWTON,0,2782,0,POINT (-87.071575 31.112835)
ALEXANDER PHARMACY LLC,FL,PINELLAS PARK,0,0,9638,POINT (-82.703974 27.839285)
ALTRU HEALTH SYSTEM,ND,CANDO,461,352,0,POINT (-99.208044 48.486659)
SAS APOTHECARY LLC,OH,COLUMBUS,200,0,10767,POINT (-82.996216 39.962649)
UNIVERSITY OF PENN MED,PA,PHILADELPHIA,2456,2511,0,POINT (-75.16562 39.951061)
CARLE HOOPESTON REGION,IL,ROSSVILLE,154,0,0,POINT (-87.66635 40.379215)
MEDF PHYSICIANS CORPOR,OH,COLDWATER,824,234,0,POINT (-84.628729 40.479765)
ST DOMINIC MEDICAL ASS,MS,MAGEE,0,0,200,POINT (-89.732286 31.872345)
EXCELCARE MEDICAL ASSO,NJ,ORADELL,1677,2132,0,POINT (-74.031772 40.953364)
LEON HIRZEL MD PA,FL,DORAL,0,991,0,POINT (-80.353477 25.811545)
PARTNERS PHYSICIAN GRO,OH,AKRON,16766,10411,0,POINT (-81.515607 41.084821)
JANEO LLC,CA,TOLUCA LAKE,814,0,0,POINT (-118.367897 34.152199)
SCHORR PHARMACY CORP,LA,ROBERT,0,0,4574,POINT (-90.340797 30.5061)
JAMES A CAMPBELL JR  M,AR,PINE BLUFF,0,2317,0,POINT (-92.002005 34.221586)
AMERICAN PATIENT TRANS,PA,HAZLETON,0,23165,0,POINT (-75.974446 40.960001)
MERCY MEDICAL CENTER,MA,SPRINGFIELD,312632,186852,2216,POINT (-72.585757 42.102051)
DRUG MART MILLWOOD INC,NY,MILLWOOD,0,0,8960,POINT (-73.797798 41.1922)
CRITICARE CLINICS,FL,PEMBROKE PINES,1741,170,0,POINT (-80.279747 26.006156)
N OKALOOSA CLINIC CORP,FL,BAKER,185,0,0,POINT (-86.67918 30.798232)
MERCY CLINIC PHYSICAL,MO,BALLWIN,250,492,0,POINT (-90.544918 38.595104)
DMA ENTERPRISES LLC,NC,LELAND,480,0,6079,POINT (-78.044714 34.256281)
UNITED NEIGHBORHOOD HE,TN,NASHVILLE,0,1377,0,POINT (-86.779932 36.166687)
UNITED LAB SERVICES IN,CA,CORONA,0,0,6285,POINT (-117.568843 33.875665)
CEDAR POINT EMERGENCY,OH,UPPER SANDUSKY,2443,2462,0,POINT (-83.281373 40.827514)
OHIO RENAL CARE GROUP,OH,BROOKPARK,0,0,80,POINT (-81.823041 41.398826)
FRIENDSHIP MEDICAL CLI,MS,ECRU,295,0,3010,POINT (-89.029649 34.350839)
TULANE UNIVERSITY HOSP,LA,NEW ORLEANS,1049989,1681645,0,POINT (-90.074948 29.950621)
AZ INPATIENT MEDICINE,AZ,GREEN VALLEY,0,309,0,POINT (-110.999924 31.856237)
MEDICAL ASSOCIATES OF,NJ,JERSEY CITY,19533,21324,0,POINT (-74.044111 40.717495)
DALLAS OREGON EMERGENC,OR,DALLAS,7954,5326,0,POINT (-123.316677 44.919444)
GREENWICH EMS,CT,RIVERSIDE,0,3998,0,POINT (-73.579464 41.033877)
COLORADO PERMANENTE ME,CO,WHEAT RIDGE,177,0,0,POINT (-105.093757 39.769331)
SAVANNAH MULTISPECIALT,GA,SAVANNAH,0,146,0,POINT (-81.090103 32.08059)
HYPERTENSION AND NEPHR,NJ,NEW BRUNSWICK,0,14762,0,POINT (-74.444139 40.495921)
NORTH VALLEY EMERGENCY,AZ,GILBERT,22905,11162,0,POINT (-111.79034 33.330732)
SCRIPPS MEDICAL FOUNDA,CA,LA JOLLA,0,179,0,POINT (-117.2733 32.847198)
DOCTORS MEMORIAL HOSPI,FL,PERRY,14497,141579,0,POINT (-83.578034 30.117115)
DOCTORS CARE PA,SC,COLUMBIA,154428,63790,3968,POINT (-81.037094 34.009286)
UNIVERSITY PRIMARY CAR,SC,GREENVILLE,0,446,0,POINT (-82.398964 34.850746)
ACN PHYSICIANS GROUP C,FL,MIAMI,13372,0,0,POINT (-80.194702 25.775084)
FAMILICARE PHARMACY,MI,COMMERCE TOWNSHIP,0,0,3440,POINT (-83.490865 42.590972)
BLOUNT DISCOUNT PHARMA,TN,ALCOA,0,0,6612,POINT (-84.004108 35.788888)
ELY DRUGS INC,KY,GLASGOW,338477,5787,25042,POINT (-85.911869 36.995839)
RDS PHARMACY INC,NY,NEW YORK,1040,0,1475,POINT (-74.007228 40.713054)
O CONNOR HOSPITAL,NY,DELHI,2781,343,762,POINT (-74.91376 42.279591)
ST CHARLES PARISH HOSP,LA,LULING,56027,40901,0,POINT (-90.347963 29.910039)
SIOUXLAND HOSPITALISTS,IA,SIOUX CITY,0,2397,0,POINT (-96.406436 42.496323)
LAWRENCE GENERAL HOSPI,MA,LAWRENCE,146955,191139,51870,POINT (-71.161795 42.708471)
CARING FRIENDS HEALTH,MD,LAUREL,2440,0,219960,POINT (-76.848374 39.099535)
EMERGENCY MEDICINE SPE,CA,ORANGE,165111,50631,0,POINT (-117.853096 33.791489)
OCHSNER MEDICAL CENTER,LA,SLIDELL,109908,547193,0,POINT (-89.779372 30.278641)
CALIFORNIA EM1 MEDICAL,CA,LOS ALAMITOS,62250,21935,0,POINT (-118.071876 33.804939)
SAINT THOMAS MEDICAL P,TN,MANCHESTER,0,136,0,POINT (-86.081193 35.476418)
ST FRANCIS HOUSE NWA I,AR,ROGERS,71376,34390,1716,POINT (-94.12568 36.333493)
PROVIDENCE HOSPITAL,MO,SAINT CHARLES,0,8741,0,POINT (-90.486926 38.781153)
NORTH SHORE LIJ,NY,BRENTWOOD,0,2485,0,POINT (-73.246146 40.781213)
RBK PEDIATRICS,NY,COMMACK,80,0,11720,POINT (-73.300315 40.842306)
WAVERLY MARKETS OF VER,CT,VERNON ROCKVILLE,240,0,3320,POINT (-72.4683 41.841599)
RESEARCH NEUROSCIENCE,MO,KANSAS CITY,0,533,0,POINT (-94.578559 39.099792)
GRUENWALD AND COMANDAT,NJ,MILLBURN,1899,0,0,POINT (-74.304401 40.724507)
MEDLINK GEORGIA,GA,CLEVELAND,22957,1313,10464,POINT (-83.762891 34.596724)
HUDSON VALLEY RADIOLOG,NY,POUGHKEEPSIE,95,10271,0,POINT (-73.921694 41.699322)
PACIFIC MEDICAL PHARMA,CA,GLENDALE,0,0,380,POINT (-118.246437 34.148138)
MCDOWELL HOSPITAL,NC,FRANKLIN,24534,2026,0,POINT (-83.381165 35.1819)
BROADWAY PHARMACY,CA,SPRING VALLEY,800,0,48998,POINT (-120.526703 38.7794)
NORTH SHORE LIJ INTERN,NY,WOODBURY,0,1920,0,POINT (-73.467966 40.820226)
ECU PHYSICIANS,NC,LUMBERTON,0,213,0,POINT (-79.004529 34.617837)
6 PALO ALTO MEDICAL FO,CA,SANTA ROSA,2014,1196,0,POINT (-122.715642 38.439698)
BEAUMONT MEDICAL GROUP,MI,ROYAL OAK,5090,29733,560,POINT (-83.144285 42.489801)
PRIMARY CARE PARTNERS,NJ,VERONA,634,103,0,POINT (-74.240147 40.829822)
NAOKO MATSUMOTO,CA,TORRANCE,343,0,120,POINT (-118.340038 33.836318)
MERCY HOSPITAL ROGERS,AR,ROGERS,348885,2663548,0,POINT (-94.12568 36.333493)
SCHEURER HOSPITAL,MI,PIGEON,15196,87351,918,POINT (-83.270301 43.829959)
SALUD LATINX LLC DBA M,IL,CHICAGO,0,6032,1200,POINT (-87.632398 41.883229)
MEDSTAR MEDICAL GROUP,MD,BETHESDA,229,611,0,POINT (-77.094135 38.984757)
LEHIGH VALLEY PHYSICIA,PA,BETHLEHEM,60,1863,0,POINT (-75.407938 40.632222)
BANNER URGENT CARE SER,AZ,GILBERT,1624215,49782,0,POINT (-111.79034 33.330732)
ROWANSOM DEPT OF FAMIL,NJ,SEWELL,13385,1046,0,POINT (-75.144699 39.766399)
URGENTCARE3D INC,CA,RANCHO STA MARG,20343,1575,4324,POINT (-117.575764 34.106399)
PROVIDENCE RX INC,OK,TULSA,0,0,342,POINT (-95.992083 36.155327)
MERCY MANAGEMENT OF SO,PA,SPRINGFIELD,9,2486,0,POINT (-75.320577 39.930607)
SAN FERNANDO VALLEY ME,CA,SHERMAN OAKS,0,13345,0,POINT (-118.448303 34.1511)
HEALTH SHARED PHYSICIA,NY,BROOKLYN,90833,40624,0,POINT (-73.990996 40.692529)
RAILROAD PARK PEDIATRI,FL,HAINES CITY,320,0,1000,POINT (-81.623331 28.10667)
BIO MEDICAL APPLICATIO,LA,BOSSIER CITY,0,0,40,POINT (-93.718154 32.526293)
HEALTH CARE ACADEMY IN,KY,LA GRANGE,0,58791,0,POINT (-85.378814 38.407594)
NORTHWEST SURGICAL ASS,NJ,RANDOLPH,0,344,0,POINT (-74.58991 40.828406)
MERCY CLINIC OKLAHOMA,OK,PAULS VALLEY,1723,1742,0,POINT (-97.221364 34.740548)
FLORIDA HOSPITAL PHYSI,FL,LADY LAKE,0,92,0,POINT (-81.922409 28.915325)
ALLIANCE PHYSICIANS IN,OH,EATON,0,546,400,POINT (-84.636411 39.747897)
ALEXANDER CHAN MD PC,NY,NEW YORK,0,0,240,POINT (-74.007228 40.713054)
TOWNSHIP OF NORTH BERG,NJ,NORTH BERGEN,0,15735,0,POINT (-74.023344 40.793499)
COLLIER HEALTH SERVICE,ME,BELFAST,2307,311,240,POINT (-69.007424 44.425496)
QITEK LABS LLC,GA,DULUTH,57752,0,0,POINT (-84.145552 34.003794)
MCFARLAND CLINIC,IA,JEFFERSON,5654,110,0,POINT (-94.377401 42.015286)
PALISADES MEDICAL BILL,NJ,HOBOKEN,0,239,0,POINT (-74.029065 40.743464)
PRIVATE DIAGNOSTIC CLI,NC,DURHAM,51,51,0,POINT (-78.899023 35.996948)
HOWARD BROWN HEALTH CE,IL,CHICAGO,0,0,40,POINT (-87.632398 41.883229)
ROBESON HEALTH CARE CO,NC,LUMBERTON,31376,692,10592,POINT (-79.004529 34.617837)
MILL CREEK CLINIC LLC,GA,WOODSTOCK,536,0,0,POINT (-84.519378 34.101319)
JACKSONVILLE LUNG CLIN,FL,JACKSONVILLE,0,296,0,POINT (-81.65676 30.325968)
RUSH UNIVERSITY MEDICA,IL,CHICAGO,0,428,0,POINT (-87.632398 41.883229)
SMITH ALLERGY AND ASTH,NY,CORNING,44352,979,0,POINT (-77.05306 42.141185)
LIFEFORCE HEALTHCARE L,FL,DUNNELLON,38305,193,518,POINT (-82.460933 29.049143)
JUN XU MD INC,CA,ARCADIA,0,1617,0,POINT (-118.040889 34.136534)
2818 JFK PHARMACY LLC,NJ,JERSEY CITY,0,0,5400,POINT (-74.044111 40.717495)
PROVIDENCE URGENT CARE,MO,COLUMBIA,577948,63928,0,POINT (-92.328594 38.951551)
ST ANTHONYS HOSPITAL,IL,EFFINGHAM,130111,208794,0,POINT (-88.54561 39.118299)
RESOURCE MEDICAL GROUP,SC,BEAUFORT,0,22693,0,POINT (-80.686724 32.42931)
LEATHERWOOD EMERGENCY,LA,OAKDALE,6468,2621,0,POINT (-92.660808 30.815799)
DUKE UNIVERSITY HOSPIT,NC,DURHAM,0,595,0,POINT (-78.899023 35.996948)
COLISEUM PRIMARY CARE,GA,MACON,0,972,0,POINT (-83.631709 32.836038)
MARY RUTAN HOSPITAL PH,OH,BELLEFONTAINE,100587,312755,6632,POINT (-83.759876 40.3597)
AMBULANCE TRANSPORTATI,IL,TINLEY PARK,0,1446,0,POINT (-87.784288 41.573246)
PHOEBE PHYSICIAN GROUP,GA,ALBANY,29066,91788,130022,POINT (-84.155875 31.57846)
PHAMATECH,SC,NORTH CHARLESTON,1324517,16789,0,POINT (-80.013227 32.87887)
MEDICAL ASSOCIATES OF,NJ,BLOOMFIELD,0,231,0,POINT (-74.194954 40.792112)
FACEY MEDICAL FOUNDATI,CA,PASADENA,4438,380,0,POINT (-118.141452 34.14955)
DIALYSIS CENTERS OF AM,MI,ESCANABA,0,0,80,POINT (-87.071273 45.745727)
WILCOX COUNTY COMMISSI,GA,ROCHELLE,0,2420,0,POINT (-83.456296 31.950859)
UNIVERSITY PHYSICIAN A,MO,KANSAS CITY,0,40808,0,POINT (-94.578559 39.099792)
PUTNAM COUNTY EMS,IN,GREENCASTLE,0,6548,0,POINT (-86.864449 39.644033)
BORREGO COMMUNITY HEAL,CA,THERMAL,577,205,35114,POINT (-116.139493 33.640573)
APEXRX LLC,MI,OAK PARK,1200,0,10166,POINT (-83.18197 42.459791)
TRINITY REGIONAL MEDIC,IA,STORM LAKE,413,97,562,POINT (-95.200862 42.640945)
PINNACLE MEDICAL SOLUT,MS,SOUTHAVEN,209,0,0,POINT (-90.007966 34.991864)
AMERICAN HEALTH ASSOCI,FL,DAVIE,1060100,100,0,POINT (-80.232207 26.065087)
UPMC COMMUNITY MEDICIN,PA,NEW KENSINGTON,0,181,0,POINT (-79.75901 40.570432)
NORTHWESTERN MEMORIAL,IL,CHICAGO,347115,3547074,262,POINT (-87.632398 41.883229)
ESTILL COMMUNITY PHARM,SC,ESTILL,0,0,5329,POINT (-81.241226 32.753875)
CAPITAL HEALTH MEDICAL,NJ,PENNINGTON,1076,111152,0,POINT (-74.791062 40.328088)
KROGER LIMITED PARTNER,AR,HOT SPRINGS NATIONAL,0,0,33235,POINT (-93.055659 34.502785)
MILLS CASHWAY PHARMACY,LA,PARKS,0,0,5088,POINT (-91.831879 30.214556)
EXPRESS CARE OR LLC,OR,NEWBERG,1734,11,0,POINT (-122.979156 45.300317)
DLP WESTERN CAROLINA P,NC,CANTON,211,162,0,POINT (-82.83142 35.5344)
BIO MEDICAL APPLICATIO,LA,CROWLEY,0,0,45,POINT (-92.381228 30.211226)
COMMUNITY HEALTH PROGR,MA,GREAT BARRINGTON,49711,0,28768,POINT (-73.362878 42.193809)
MERCY CLINIC FORT SMIT,AR,PARIS,3008,3750,0,POINT (-93.729922 35.292105)
BLOUNT MEMORIAL PHYSIC,TN,MARYVILLE,71,2308,0,POINT (-83.973082 35.750607)
Z MEDICAL PC,NY,BROOKLYN,0,331,0,POINT (-73.990996 40.692529)
DILLON COMPANIES INC,KS,HUTCHINSON,0,0,4471,POINT (-97.913101 38.070534)
ISLAND MEDICAL HOSPITA,NM,HOBBS,0,53957,0,POINT (-103.136211 32.700807)
HUMC CARDIOVASCULAR PA,NJ,RIDGEFIELD,0,86,0,POINT (-74.01034 40.830437)
SPRINGFIELD FIRE RESCU,OH,SPRINGFIELD,0,2341,0,POINT (-83.810137 39.924581)
U SAVE PHARMACY OF MCC,NE,MC COOK,0,0,2167,POINT (-100.620443 40.198518)
MOUNTAIN VIEW PEDIATRI,NC,MORGANTON,0,0,2520,POINT (-81.688118 35.745556)
RX HOLDINGS,IN,FORT WAYNE,770,23967,10057,POINT (-85.137495 41.077474)
KEYSTONE HOSPITALIST S,MS,GULFPORT,0,29143,0,POINT (-89.091582 30.369834)
GIANT EAGLE INC TAMARK,PA,ERIE,120,0,5961,POINT (-80.08258 42.127951)
SEBASTICOOK VALLEY HEA,ME,PITTSFIELD,0,24,0,POINT (-69.385316 44.784994)
SAINTS MEDICAL GROUP,OK,BETHANY,0,205,0,POINT (-97.635174 35.507901)
CLAY PRIMARY AND FAMIL,FL,ORANGE PARK,18323,4666,342,POINT (-81.706698 30.169231)
PM PEDIATRICS OF CONNE,CT,WEST HARTFORD,344,0,0,POINT (-72.741807 41.762008)
HERBST APOTHECARY,IN,KOKOMO,120,0,1961,POINT (-86.131244 40.486508)
SAINTS MEDICAL GROUP,OK,MUSTANG,190,0,1280,POINT (-97.72616 35.3917)
CAROLINA DERMATOLOGY,SC,SPARTANBURG,0,372,0,POINT (-81.934664 34.947914)
BAY REGIONAL MEDICAL C,MI,WEST BRANCH,0,210,0,POINT (-84.245161 44.27623)
WESTHEALTH SURGERY CEN,MN,MINNEAPOLIS,100,210,0,POINT (-93.264346 44.977479)
UNIVERSITY PROFESSIONA,OR,BEAVERTON,40,2801,120,POINT (-122.795841 45.48652)
NEA BAPTIST CLINIC,AR,JONESBORO,53262,91750,63443,POINT (-90.710505 35.838393)
COMMUNITY HEALTH CARE,GA,MCRAE,7990,3037,0,POINT (-82.900928 32.068102)
AYCC PHARMACY INC,CA,CORCORAN,0,0,1002,POINT (-119.559687 36.098048)
LIFESPAN HEALTH,TN,ADAMSVILLE,7979,2094,0,POINT (-88.390898 35.235864)
JOHN C STENNIS MEMORIA,MS,MERIDIAN,28590,8628,0,POINT (-88.702527 32.365044)
T AND F DRUGS INC,NJ,WYCKOFF,0,0,6774,POINT (-74.166195 41.014385)
PINEHURST MEDICAL CLIN,NC,ABERDEEN,77,0,116,POINT (-79.422459 35.131588)
UC DAVIS MEDICAL GROUP,CA,ELK GROVE,839,118,920,POINT (-121.39326 38.418131)
RAWLINS COUNTY HEALTH,ME,BELFAST,182,74,0,POINT (-69.007424 44.425496)
MERCY HOSPITAL CLERMON,OH,BATAVIA,8529,415772,0,POINT (-84.179553 39.078695)
UK HEALTHCARE HOSPITAL,KY,LOUISVILLE,129,610,0,POINT (-85.751569 38.256078)
AFC URGENT CARE OF SAN,CA,SAN DIEGO,11637,3282,0,POINT (-117.163817 32.71576)
PALMETTO PRIMARY CARE,SC,SUMMERVILLE,1740,0,0,POINT (-80.177584 33.019791)
PRESBYTERIAN HEALTHCAR,NM,ALBUQUERQUE,0,70,0,POINT (-106.649241 35.084248)
DAN MOSHE KAHEN DO,CA,LOS ANGELES,0,0,45,POINT (-118.243344 34.052238)
HORRY COUNTY FIRE RESC,SC,CONWAY,0,44063,0,POINT (-79.059913 33.837943)
MC MEDICAL LLC,GA,DALLAS,5936,975,560,POINT (-84.841289 33.924452)
LAKIN DRUG LLC,KS,LAKIN,0,0,3226,POINT (-101.255451 37.941332)
OREGON HEALTH AND SCIE,OR,PORTLAND,1713589,1927706,1412597,POINT (-122.681425 45.516018)
RENAL ASSOCIATES OF WE,MI,GRAND RAPIDS,0,22976,0,POINT (-85.670209 42.965446)
FRANCISCAN PHYSICIAN N,IN,INDIANAPOLIS,79,0,0,POINT (-86.156212 39.76845)
RUSH UNIVERSITY MEDICA,IL,CHICAGO,0,4306,0,POINT (-87.632398 41.883229)
GULF COAST PEDIATRIC A,FL,PANAMA CITY,0,830,0,POINT (-85.73078 30.185159)
GRASSY SPRAIN PHARMACY,NY,YONKERS,360,0,10407,POINT (-73.896052 40.932014)
THRIFTY DRUG STORES IN,MN,BAUDETTE,0,0,2497,POINT (-94.600115 48.712482)
LIFE CARE PHARMACY INC,NY,BROOKLYN,0,0,9360,POINT (-73.990996 40.692529)
EAST BOISE COUNTY AMBU,ID,IDAHO CITY,0,4515,0,POINT (-115.83418 43.82577)
WHATLEY HEALTH SERVICE,AL,CARROLLTON,4943,399,0,POINT (-88.094151 33.262037)
ROBERT WOOD JOHNSON ME,NJ,NEW BRUNSWICK,0,38,0,POINT (-74.444139 40.495921)
HYPERTENSION AND NEPHR,NJ,PRINCETON,0,39041,0,POINT (-74.660744 40.35198)
RESPIRATORY CRITICAL C,FL,JACKSONVILLE,0,257040,0,POINT (-81.65676 30.325968)
BMA BURLINGTON,NC,GASTONIA,0,0,38,POINT (-81.1871 35.26217)
WATKINS TOTAL HEALTHCA,GA,GAINESVILLE,123,0,0,POINT (-83.829629 34.298772)
COMMUNITY HEALTH CENTE,MO,CALIFORNIA,2495,258,120,POINT (-92.566292 38.636168)
ACCESS COMMUNITY HEALT,IL,DES PLAINES,678,16581,4497,POINT (-87.889318 42.042289)
LUTHERAN MEDICAL GROUP,IN,LEO,25,431,0,POINT (-86.968102 40.8964)
NEVADA REGIONAL MEDICA,MO,NEVADA,19577,37853,0,POINT (-94.359373 37.837233)
GEORGIA MOUNTAINS HEAL,GA,MORGANTON,597,0,0,POINT (-84.24336 34.875171)
SALEM D O INC,CA,IRVINE,0,18409,0,POINT (-117.824719 33.685908)
OSU MEDICAL GROUP,OK,COLLINSVILLE,0,127,0,POINT (-95.836586 36.363481)
NJ COVID TEAM LLC,NJ,ORANGE,183,0,0,POINT (-74.238658 40.767154)
REX HOSPITAL,NC,CARY,1741,5563,0,POINT (-78.781139 35.791444)
GAMALIEL DRUG,KY,GAMALIEL,0,0,13339,POINT (-85.791848 36.640062)
PEARLS OF JUNE SOLUTIO,FL,MIRAMAR,26831,0,0,POINT (-80.301479 25.985256)
EAST VALLEY CENTER FOR,AZ,MESA,0,44170,0,POINT (-111.831498 33.41514)
GRAVES GILBERT CLINIC,KY,SMITHS GROVE,36,97,0,POINT (-86.20842 37.052522)
LOYOLA UNIVERSITY MEDI,IL,MELROSE PARK,0,309,0,POINT (-87.85661 41.893429)
CITY OF ROCKFORD,IL,ROCKFORD,0,28221,0,POINT (-89.088377 42.266802)
BAPTIST HEALTH MEDICAL,IN,JEFFERSONVILLE,0,28,0,POINT (-85.72554 38.299811)
CENTER FOR ADULT MEDIC,NJ,PASSAIC,0,255,0,POINT (-74.12484 40.859885)
AVERA HOLY FAMILY HOSP,IA,ESTHERVILLE,34683,40291,744,POINT (-94.832717 43.402055)
TAMPA FAMILY HELATH CE,FL,TAMPA,979,0,85514,POINT (-82.458776 27.947423)
ELLENVILLE REGIONAL HO,NY,ELLENVILLE,83621,39638,0,POINT (-74.39559 41.716875)
DEVON MEDICAL PRODUCTS,PA,KING OF PRUSSIA,1668,373687,0,POINT (-75.382126 40.088323)
NORTHEASTERN NEVADA RE,NV,ELKO,156761,1248203,27811,POINT (-115.759456 40.835734)
DE CRAIG RANCH LLC,NV,LAS VEGAS,171186,283940,0,POINT (-115.140597 36.169202)
WIGGINS PRIMARY CARE,MS,WIGGINS,52288,20091,8136,POINT (-89.134142 30.857814)
PINNACLE HEALTH REGION,PA,ELIZABETHTOWN,0,1490,0,POINT (-76.605969 40.15153)
CVS PHARMACY,IL,GREENVILLE,936520,0,8025721,POINT (-89.413455 38.892715)
FRED MEYER STORES INC,OR,PORTLAND,0,0,96,POINT (-122.681425 45.516018)
SPOON DRUGS INC,OK,SAND SPRINGS,1440,0,19435,POINT (-96.10888 36.138456)
IJ RIZO ELITE HEALTHCA,FL,DEERFIELD BEACH,13750,0,13840,POINT (-80.099781 26.320584)
VACCINES ON THE GO,GA,SUWANEE,0,163675,16720,POINT (-84.065935 34.058175)
HOLLAND CENTER PHARMAC,NJ,MILFORD,880,0,12967,POINT (-75.096255 40.567949)
VH ENTERPRISES INC,FL,MIAMI,800,0,11171,POINT (-80.194702 25.775084)
CEDAR CREEK FAMILY MED,NC,WINSTON SALEM,1724,407,360,POINT (-80.243735 36.096261)
GREAT FALLS CLINIC HOS,MT,GREAT FALLS,0,29630,0,POINT (-111.306019 47.506453)
POINTE WEST INFECTIOUS,FL,BRADENTON,0,27195,0,POINT (-82.562798 27.488962)
TRIHEALTH HF,OH,OXFORD,745,272,80,POINT (-84.74566 39.507394)
CJ3M CORPORATION,CA,CARLSBAD,1840,0,31730,POINT (-117.341113 33.164015)
HORIZON HEALTH CARE IN,SD,LAKE PRESTON,1020,189,655,POINT (-97.375629 44.361112)
